city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,homeowner_tax,rent_amount,property_tax,fire_insurance,total
Porto Alegre,65,2,1,1,1,acept,not furnished,500,950,38,14,1502
Sao Paulo,355,4,5,5,21,not acept,furnished,5700,15000,2977,191,23870
Belo Horizonte,100,2,1,0,13,acept,not furnished,750,1200,1680,16,3646
Campinas,320,3,3,2,9,acept,furnished,2000,8500,340,108,10950
Rio de Janeiro,42,1,1,0,4,acept,furnished,480,1900,84,25,2489
Sao Paulo,79,2,2,1,2,acept,furnished,678,2800,4,36,3518
Sao Paulo,130,2,2,2,3,acept,not furnished,1750,3000,284,39,5073
Sao Paulo,84,2,2,0,1,acept,furnished,850,6000,250,77,7177
Sao Paulo,74,2,1,1,2,acept,not furnished,650,1700,0,22,2372
Porto Alegre,27,1,1,0,2,acept,not furnished,100,960,75,15,1150
Sao Paulo,84,3,2,2,7,not acept,not furnished,900,2800,740,36,4476
Sao Paulo,93,3,3,0,16,not acept,furnished,1221,5500,367,70,7158
Porto Alegre,58,2,2,2,12,acept,not furnished,450,2550,0,38,3038
Sao Paulo,35,1,1,1,9,not acept,furnished,1050,2600,317,33,4000
Sao Paulo,156,3,2,1,17,acept,not furnished,1500,5500,267,70,7337
Belo Horizonte,109,3,2,2,2,acept,not furnished,400,1800,130,24,2354
Campinas,40,1,2,1,7,acept,not furnished,550,807,43,3,1403
Belo Horizonte,75,3,2,1,5,acept,not furnished,487,1280,109,18,1894
Sao Paulo,100,3,3,2,13,acept,not furnished,980,6300,491,80,7851
Sao Paulo,60,2,1,1,5,acept,not furnished,545,1210,75,16,1846
Belo Horizonte,63,3,1,1,3,acept,not furnished,200,1000,65,14,1279
Sao Paulo,112,3,2,2,12,acept,not furnished,1239,2670,188,34,4131
Belo Horizonte,65,2,1,1,3,acept,not furnished,566,1100,84,15,1765
Belo Horizonte,65,3,2,2,2,acept,not furnished,180,913,90,13,1196
Rio de Janeiro,200,4,2,1,7,acept,not furnished,2188,4250,400,55,6893
Rio de Janeiro,46,2,1,1,8,acept,not furnished,750,1800,230,24,2804
Rio de Janeiro,140,3,2,0,2,acept,not furnished,1345,3200,300,42,4887
Porto Alegre,87,3,3,2,5,acept,not furnished,1300,4000,150,59,5509
Belo Horizonte,78,1,1,1,15,not acept,not furnished,775,2300,128,31,3234
Sao Paulo,25,1,1,0,7,not acept,not furnished,290,2000,130,26,2446
Sao Paulo,50,2,2,1,6,acept,furnished,560,2800,67,36,3463
Rio de Janeiro,40,1,1,0,4,not acept,not furnished,530,1949,100,26,2605
Rio de Janeiro,30,1,1,1,3,acept,not furnished,0,500,0,7,507
Belo Horizonte,65,3,1,1,2,acept,furnished,175,1100,0,15,1290
Rio de Janeiro,180,3,3,1,4,acept,furnished,2300,6500,117,84,9001
Sao Paulo,180,3,3,2,1,acept,not furnished,2000,7200,900,92,10190
Porto Alegre,75,2,1,0,2,acept,not furnished,180,1600,0,24,1804
Belo Horizonte,70,3,2,1,1,acept,not furnished,377,950,70,13,1410
Porto Alegre,40,1,1,0,3,not acept,furnished,0,2000,0,30,2030
Sao Paulo,100,3,2,1,2,acept,furnished,450,1600,50,21,2121
Sao Paulo,22,1,1,1,25,acept,not furnished,471,2200,55,28,2754
Sao Paulo,50,2,2,1,12,not acept,not furnished,400,1200,124,16,1740
Sao Paulo,90,3,1,2,6,acept,not furnished,1250,4100,300,52,5702
Sao Paulo,20,1,1,0,3,not acept,furnished,150,3142,67,40,3399
Rio de Janeiro,50,2,2,1,5,acept,not furnished,440,1450,50,19,1959
Rio de Janeiro,93,2,2,1,4,acept,not furnished,200,1200,64,16,1480
Porto Alegre,30,1,1,0,16,not acept,furnished,260,1490,15,22,1787
Porto Alegre,46,1,1,1,5,not acept,not furnished,450,1500,46,22,2018
Rio de Janeiro,90,2,2,0,4,acept,not furnished,735,1000,97,13,1845
Rio de Janeiro,75,2,2,0,2,acept,not furnished,591,2400,150,31,3172
Belo Horizonte,136,4,3,3,9,acept,not furnished,1240,3900,434,52,5626
Campinas,30,1,1,0,1,not acept,not furnished,70,1100,9,14,1193
Rio de Janeiro,58,2,2,1,1,acept,not furnished,761,1190,105,16,2072
Sao Paulo,95,2,2,0,1,acept,furnished,621,1550,82,20,2273
Porto Alegre,39,1,1,0,3,acept,not furnished,290,550,24,9,873
Belo Horizonte,170,4,3,3,6,acept,not furnished,1800,6000,881,80,8761
Campinas,59,2,1,1,1,acept,not furnished,437,1000,20,13,1470
Belo Horizonte,46,1,1,1,4,not acept,not furnished,870,2500,158,34,3562
Sao Paulo,124,3,1,0,8,not acept,not furnished,1200,1200,100,16,2516
Rio de Janeiro,160,4,3,2,2,acept,not furnished,1550,6200,375,80,8205
Belo Horizonte,85,3,1,1,1,not acept,not furnished,275,1600,62,22,1959
Rio de Janeiro,80,2,1,1,4,acept,not furnished,800,2499,117,33,3449
Campinas,50,1,1,1,2,not acept,not furnished,718,1600,13,21,2352
Sao Paulo,110,3,3,3,17,acept,furnished,1250,4500,355,58,6163
Belo Horizonte,62,2,1,1,2,acept,not furnished,100,1050,84,14,1248
Sao Paulo,230,3,4,2,12,acept,furnished,2662,5900,680,75,9317
Belo Horizonte,115,3,3,1,1,not acept,not furnished,485,1750,172,24,2431
Sao Paulo,89,3,3,2,8,not acept,not furnished,965,3800,150,49,4964
Sao Paulo,49,2,1,1,2,acept,not furnished,503,985,0,13,1501
Sao Paulo,35,1,1,1,1,not acept,furnished,444,3486,124,45,4099
Porto Alegre,58,2,1,1,1,acept,not furnished,300,1350,25,20,1695
Porto Alegre,58,1,1,0,2,acept,not furnished,309,700,28,11,1048
Sao Paulo,60,2,1,1,5,acept,furnished,600,3300,67,42,4009
Rio de Janeiro,55,1,1,0,1,acept,not furnished,585,800,0,11,1396
Sao Paulo,47,2,1,0,1,acept,not furnished,0,1600,0,21,1621
Sao Paulo,38,1,1,0,5,acept,not furnished,819,1650,0,21,2490
Belo Horizonte,90,3,2,1,3,acept,not furnished,500,1800,183,24,2507
Belo Horizonte,70,2,1,2,1,acept,not furnished,222,1600,100,22,1944
Rio de Janeiro,41,1,1,1,2,not acept,furnished,2100,3200,355,24,5679
Sao Paulo,35,1,1,1,1,not acept,furnished,444,3486,124,45,4099
Sao Paulo,70,2,1,1,9,acept,furnished,628,3100,108,40,3876
Campinas,43,1,1,1,5,acept,not furnished,518,900,45,12,1475
Rio de Janeiro,80,1,1,0,4,acept,not furnished,0,4000,150,52,4202
Belo Horizonte,251,3,3,4,16,not acept,not furnished,3000,12000,1463,160,16620
Sao Paulo,185,4,5,4,5,acept,not furnished,2800,7100,1081,90,11070
Sao Paulo,30,1,1,0,1,acept,not furnished,50,1150,50,15,1265
Sao Paulo,387,3,5,3,7,acept,not furnished,4600,7000,1334,89,13020
Rio de Janeiro,65,2,2,1,2,acept,not furnished,532,1820,49,24,2425
Porto Alegre,90,2,1,0,2,acept,not furnished,0,1380,21,21,1422
Porto Alegre,61,2,1,2,4,not acept,not furnished,350,2200,1,33,2584
Sao Paulo,60,2,1,0,1,acept,not furnished,0,1100,56,14,1170
Sao Paulo,250,4,4,4,14,acept,not furnished,2600,3600,0,46,6246
Belo Horizonte,57,2,1,1,3,not acept,not furnished,225,800,0,11,1036
Sao Paulo,36,1,1,1,8,acept,not furnished,323,2150,85,28,2586
Campinas,231,3,5,4,4,acept,furnished,2200,12000,642,153,15000
Sao Paulo,67,3,1,1,2,acept,not furnished,592,2900,150,37,3679
Sao Paulo,120,1,2,2,4,acept,not furnished,3100,4200,750,54,8104
Sao Paulo,215,3,4,2,9,not acept,not furnished,1800,7000,450,89,9339
Campinas,100,4,3,1,4,acept,not furnished,750,2240,17,29,3036
Rio de Janeiro,50,2,1,1,5,acept,furnished,430,1150,9,15,1604
Porto Alegre,40,1,1,1,11,acept,furnished,1300,1200,68,18,2586
Sao Paulo,20,1,1,0,5,acept,furnished,602,1800,130,23,2555
Sao Paulo,96,2,2,2,23,not acept,furnished,800,4000,273,51,5124
Porto Alegre,42,1,1,0,1,acept,not furnished,250,985,49,15,1299
Porto Alegre,37,1,1,0,4,acept,not furnished,335,1600,67,24,2026
Porto Alegre,110,2,2,1,1,acept,not furnished,250,1453,20,22,1745
Sao Paulo,96,2,2,2,5,acept,not furnished,1200,1600,400,21,3221
Sao Paulo,70,2,1,0,1,not acept,not furnished,350,1050,116,14,1530
Rio de Janeiro,127,1,2,1,18,not acept,not furnished,850,6300,440,82,7672
Sao Paulo,138,3,3,2,11,acept,not furnished,960,3000,100,39,4099
Rio de Janeiro,79,2,2,1,4,acept,not furnished,838,1664,60,22,2584
Sao Paulo,180,3,4,3,5,acept,furnished,2800,9000,1125,115,13040
Campinas,220,3,5,3,4,not acept,furnished,2000,7900,417,101,10420
Porto Alegre,72,2,2,2,12,acept,not furnished,500,2100,56,31,2687
Rio de Janeiro,150,3,3,0,10,acept,furnished,850,6000,467,78,7395
Sao Paulo,45,2,1,1,25,not acept,not furnished,375,1756,0,23,2176
Belo Horizonte,100,3,3,1,3,acept,not furnished,300,1400,0,19,1719
Sao Paulo,140,3,2,2,2,acept,not furnished,1480,3700,167,47,5394
Porto Alegre,313,3,3,4,5,acept,furnished,650,4500,150,66,5366
Sao Paulo,25,1,1,0,5,not acept,furnished,270,2600,67,33,2970
Porto Alegre,28,1,1,0,4,acept,not furnished,200,500,25,8,733
Porto Alegre,112,4,2,1,2,acept,not furnished,765,1880,75,28,2748
Porto Alegre,50,2,1,1,3,acept,not furnished,268,900,33,14,1215
Sao Paulo,80,2,2,2,6,acept,not furnished,1770,3000,39,39,4848
Porto Alegre,85,2,2,1,8,not acept,furnished,500,2800,100,41,3441
Sao Paulo,45,1,1,0,7,acept,not furnished,265,1275,0,17,1557
Sao Paulo,76,3,2,2,8,acept,not furnished,679,3400,201,44,4324
Rio de Janeiro,30,1,1,0,5,not acept,not furnished,1100,505,85,7,1697
Sao Paulo,60,2,2,1,1,acept,not furnished,862,2514,0,32,3408
Porto Alegre,65,2,2,1,2,acept,not furnished,680,1300,142,19,2141
Campinas,55,1,1,1,1,not acept,not furnished,600,2230,0,29,2859
Sao Paulo,55,2,1,1,6,not acept,not furnished,450,1700,111,22,2283
Rio de Janeiro,27,1,1,0,2,acept,furnished,0,2400,25,31,2456
Porto Alegre,99,3,3,1,2,not acept,not furnished,600,2500,167,37,3304
Rio de Janeiro,100,3,2,1,2,acept,not furnished,1300,4190,181,54,5725
Sao Paulo,425,3,4,4,7,not acept,furnished,5719,11000,3084,140,19940
Sao Paulo,44,2,1,1,12,acept,not furnished,400,1340,0,17,1757
Sao Paulo,100,3,2,1,4,acept,not furnished,1200,6650,200,85,8135
Sao Paulo,292,4,3,3,8,acept,furnished,2700,11480,709,146,15030
Rio de Janeiro,100,2,1,1,4,acept,not furnished,1700,5000,0,65,6765
Belo Horizonte,80,2,1,0,2,acept,not furnished,0,1150,75,16,1241
Porto Alegre,61,2,1,1,2,acept,not furnished,210,1700,50,25,1985
Campinas,48,2,1,0,2,acept,not furnished,250,700,18,9,977
Sao Paulo,50,2,1,1,1,acept,not furnished,611,2895,133,37,3676
Sao Paulo,141,4,3,1,5,not acept,not furnished,1200,4320,550,55,6125
Sao Paulo,25,1,1,0,2,not acept,not furnished,160,620,15,8,803
Porto Alegre,75,2,1,0,3,acept,not furnished,260,880,38,13,1191
Sao Paulo,45,2,1,1,11,acept,not furnished,380,1598,0,21,1999
Porto Alegre,74,2,2,0,10,acept,not furnished,550,2700,50,40,3340
Sao Paulo,38,1,1,0,1,not acept,not furnished,60,950,0,13,1023
Porto Alegre,47,1,1,1,1,not acept,furnished,400,2200,0,33,2633
Sao Paulo,63,2,3,1,1,acept,not furnished,690,2114,150,27,2981
Porto Alegre,33,1,1,0,1,acept,not furnished,220,900,90,12,1222
Sao Paulo,40,1,1,0,11,not acept,not furnished,370,3400,74,44,3888
Belo Horizonte,180,3,3,2,4,acept,furnished,350,2800,150,38,3338
Sao Paulo,56,2,2,1,2,not acept,not furnished,542,1510,131,20,2203
Belo Horizonte,120,4,3,2,1,acept,not furnished,0,3250,0,44,3294
Rio de Janeiro,200,4,3,1,1,not acept,furnished,2400,6800,534,88,9822
Sao Paulo,200,3,3,2,7,acept,not furnished,4200,7225,642,92,12160
Sao Paulo,63,2,2,1,7,not acept,not furnished,250,2500,0,32,2782
Sao Paulo,54,1,1,1,8,acept,furnished,1250,3850,209,49,5358
Sao Paulo,80,3,2,3,1,acept,not furnished,1150,1615,160,21,2946
Rio de Janeiro,110,3,1,1,1,acept,not furnished,1000,3000,30,39,4069
Sao Paulo,88,2,3,2,11,acept,not furnished,980,6835,0,44,7859
Sao Paulo,291,4,3,2,1,acept,not furnished,2600,5400,434,69,8503
Porto Alegre,48,2,1,1,1,acept,not furnished,410,1400,30,21,1861
Campinas,70,2,1,2,5,acept,not furnished,771,2100,55,27,2953
Sao Paulo,193,4,4,4,3,not acept,not furnished,1700,9000,917,115,11730
Sao Paulo,170,4,4,3,12,acept,furnished,4000,1440,834,19,6293
Sao Paulo,86,1,2,1,13,acept,furnished,1800,6500,375,83,8758
Campinas,50,1,1,1,4,acept,not furnished,400,700,26,9,1135
Rio de Janeiro,40,1,1,0,1,acept,not furnished,295,1100,0,15,1410
Sao Paulo,72,2,2,1,7,acept,not furnished,864,2500,234,32,3630
Sao Paulo,47,1,1,0,4,not acept,not furnished,100,1000,76,13,1189
Rio de Janeiro,60,2,1,1,2,acept,not furnished,550,1200,55,16,1821
Rio de Janeiro,55,1,1,0,7,not acept,not furnished,795,2410,87,32,3324
Belo Horizonte,462,4,6,0,9,acept,furnished,1320,7600,884,102,9906
Belo Horizonte,280,4,4,3,10,acept,not furnished,1000,6500,458,87,8045
Belo Horizonte,100,3,2,3,15,acept,not furnished,880,2300,233,31,3444
Sao Paulo,69,2,1,1,3,acept,not furnished,733,1400,98,18,2249
Sao Paulo,50,2,1,1,7,not acept,not furnished,800,3400,200,44,4444
Sao Paulo,71,3,2,2,11,acept,furnished,630,2190,92,28,2940
Sao Paulo,163,3,4,3,13,acept,furnished,2900,3000,822,39,6761
Rio de Janeiro,450,4,5,3,11,not acept,not furnished,2600,7500,825,97,11020
Porto Alegre,29,1,1,0,11,not acept,not furnished,250,1042,24,8,1324
Rio de Janeiro,70,2,2,0,2,acept,not furnished,950,2140,125,28,3243
Porto Alegre,22,1,1,0,6,acept,not furnished,180,800,20,12,1012
Sao Paulo,299,4,5,4,8,acept,not furnished,3103,6300,1096,80,10580
Sao Paulo,73,3,2,2,14,acept,not furnished,550,2520,192,32,3294
Sao Paulo,330,4,5,5,13,acept,not furnished,4913,3911,2176,50,11050
Rio de Janeiro,195,3,3,0,8,acept,furnished,1300,10000,375,129,11800
Sao Paulo,62,3,2,1,9,acept,not furnished,500,2000,125,26,2651
Sao Paulo,230,3,6,5,18,acept,furnished,2200,11050,1500,141,14890
Sao Paulo,64,2,1,1,9,acept,not furnished,400,1090,25,14,1529
Campinas,60,2,1,1,3,acept,not furnished,470,1400,26,18,1914
Rio de Janeiro,76,2,2,2,7,not acept,not furnished,1250,3300,226,43,4819
Sao Paulo,230,3,3,1,3,acept,not furnished,1580,5800,589,74,8043
Rio de Janeiro,25,1,1,0,2,not acept,furnished,0,1800,40,24,1864
Sao Paulo,90,2,1,1,2,acept,not furnished,1000,3000,50,39,4089
Belo Horizonte,100,3,3,2,2,acept,not furnished,1200,3000,305,40,4545
Sao Paulo,382,4,4,4,5,acept,not furnished,2190,3200,710,41,6141
Sao Paulo,68,3,1,1,9,acept,not furnished,430,1450,0,19,1899
Belo Horizonte,120,4,2,0,1,acept,not furnished,0,1800,60,30,1890
Sao Paulo,85,2,1,1,1,acept,not furnished,400,1600,0,21,2021
Sao Paulo,108,3,2,2,3,not acept,not furnished,823,3000,350,39,4212
Rio de Janeiro,100,3,2,0,3,not acept,furnished,1250,2900,259,38,4447
Sao Paulo,42,1,1,0,10,acept,furnished,420,1700,0,22,2142
Sao Paulo,30,1,1,0,2,acept,not furnished,300,1550,125,20,1995
Sao Paulo,35,1,1,1,17,acept,not furnished,350,1950,84,25,2409
Rio de Janeiro,100,2,2,0,1,acept,not furnished,1550,2956,310,39,4855
Sao Paulo,112,1,2,2,7,acept,furnished,0,8389,0,107,8496
Sao Paulo,40,1,1,1,5,acept,furnished,766,2156,123,28,3073
Sao Paulo,58,2,1,1,1,acept,not furnished,1077,1900,100,25,3102
Sao Paulo,250,3,4,4,15,acept,not furnished,2530,4000,1100,51,7681
Sao Paulo,65,2,2,0,2,acept,not furnished,450,2200,61,28,2739
Belo Horizonte,120,4,3,2,3,acept,not furnished,0,3250,0,44,3294
Sao Paulo,22,1,1,0,6,not acept,not furnished,470,1800,62,23,2355
Rio de Janeiro,35,1,1,0,7,not acept,not furnished,450,1100,21,15,1586
Sao Paulo,102,3,2,1,4,acept,furnished,800,3200,80,41,4121
Sao Paulo,20,1,1,0,4,acept,furnished,602,1800,130,23,2555
Sao Paulo,79,3,2,2,11,acept,not furnished,1200,2600,314,33,4147
Sao Paulo,23,1,1,0,26,acept,not furnished,399,2150,42,28,2619
Sao Paulo,360,3,5,3,13,acept,not furnished,4300,8500,1500,108,14410
Rio de Janeiro,70,2,1,1,15,acept,not furnished,450,1300,80,17,1847
Sao Paulo,73,1,2,2,21,acept,furnished,1000,3500,0,45,4545
Sao Paulo,204,4,5,3,10,not acept,not furnished,1900,8000,417,102,10420
Belo Horizonte,115,2,2,1,2,not acept,not furnished,350,1400,118,19,1887
Sao Paulo,111,3,4,2,1,not acept,not furnished,680,4000,0,51,4731
Sao Paulo,65,2,2,1,1,acept,not furnished,643,2300,63,30,3036
Sao Paulo,39,1,1,1,1,acept,furnished,1144,2500,301,32,3977
Porto Alegre,70,2,1,0,3,acept,not furnished,300,1400,59,21,1780
Sao Paulo,35,1,1,0,15,acept,not furnished,300,1500,0,20,1820
Sao Paulo,60,2,3,2,6,not acept,not furnished,730,1100,19,14,1863
Campinas,50,2,1,1,1,acept,not furnished,430,680,50,9,1169
Sao Paulo,221,3,5,4,9,acept,not furnished,1554,10850,643,138,13190
Sao Paulo,310,4,3,3,11,acept,not furnished,3500,8000,0,102,11600
Sao Paulo,33,1,1,0,16,acept,not furnished,350,1500,0,20,1870
Campinas,45,1,1,1,4,not acept,not furnished,417,850,140,11,1418
Sao Paulo,105,2,1,2,10,acept,not furnished,870,2360,155,30,3415
Belo Horizonte,280,4,2,3,3,not acept,not furnished,1800,3500,471,47,5818
Sao Paulo,50,1,1,1,6,not acept,furnished,1450,2500,342,32,4324
Rio de Janeiro,30,1,1,0,2,acept,not furnished,800,1250,0,17,2067
Sao Paulo,50,2,1,1,1,acept,not furnished,550,1450,0,19,2019
Porto Alegre,70,2,1,1,8,acept,furnished,520,1900,378,28,2826
Belo Horizonte,30,1,1,0,3,not acept,not furnished,0,1500,0,20,1520
Sao Paulo,132,4,4,3,8,acept,not furnished,2170,2400,442,31,5043
Belo Horizonte,159,3,3,3,7,acept,furnished,2000,7100,150,95,9345
Sao Paulo,230,3,3,4,12,acept,furnished,2300,3200,750,41,6291
Campinas,75,3,2,2,5,acept,not furnished,480,1450,75,19,2024
Sao Paulo,620,4,5,5,8,acept,not furnished,7963,15000,5160,191,28310
Sao Paulo,118,3,2,4,1,acept,not furnished,850,2250,334,29,3463
Porto Alegre,440,3,3,3,8,not acept,not furnished,100,10500,84,154,10840
Porto Alegre,55,2,1,0,3,not acept,not furnished,290,1195,210,18,1713
Sao Paulo,55,2,1,1,6,acept,furnished,815,3000,123,39,3977
Rio de Janeiro,140,4,2,1,11,acept,not furnished,2000,3500,167,46,5713
Rio de Janeiro,28,1,1,0,6,acept,furnished,580,1850,59,24,2513
Sao Paulo,53,2,1,1,8,acept,not furnished,380,1270,31,17,1698
Sao Paulo,300,4,7,4,1,acept,not furnished,3000,9800,1405,125,14330
Sao Paulo,190,4,4,3,23,acept,furnished,1100,7110,589,91,8890
Sao Paulo,84,3,2,2,10,acept,not furnished,950,1600,258,21,2829
Sao Paulo,53,2,1,1,5,acept,not furnished,690,950,12,13,1665
Rio de Janeiro,16,1,1,0,9,acept,furnished,480,1390,0,18,1888
Sao Paulo,36,1,1,1,1,acept,not furnished,465,3000,84,39,3588
Rio de Janeiro,50,1,1,1,1,acept,not furnished,806,2300,132,30,3268
Porto Alegre,70,3,1,1,9,not acept,not furnished,325,1800,0,27,2152
Sao Paulo,105,3,2,2,5,acept,not furnished,1661,1000,290,13,2964
Sao Paulo,30,1,1,0,7,not acept,not furnished,545,1350,39,18,1952
Sao Paulo,216,4,4,3,3,not acept,furnished,3500,8000,1125,102,12730
Belo Horizonte,50,3,1,1,4,acept,not furnished,210,1250,0,17,1477
Sao Paulo,250,3,4,2,1,not acept,not furnished,2400,7000,42,89,9531
Sao Paulo,157,3,2,0,7,acept,not furnished,1325,4500,347,58,6230
Porto Alegre,150,3,3,0,2,not acept,furnished,1140,4740,290,70,6240
Sao Paulo,110,3,2,0,1,acept,furnished,478,2200,6,28,2712
Sao Paulo,193,4,3,3,10,acept,furnished,3000,13100,898,166,17160
Sao Paulo,114,2,2,2,15,acept,furnished,1200,4998,0,64,6262
Porto Alegre,92,2,2,1,8,not acept,furnished,800,1900,120,28,2848
Sao Paulo,75,3,3,0,12,acept,not furnished,650,2660,10,34,3354
Campinas,80,2,2,1,8,acept,furnished,860,2000,34,26,2920
Porto Alegre,90,4,2,1,3,not acept,not furnished,400,2142,212,32,2786
Rio de Janeiro,130,3,3,1,2,acept,not furnished,900,2500,128,33,3561
Sao Paulo,60,2,2,1,6,acept,not furnished,650,2127,23,27,2827
Porto Alegre,64,1,1,1,6,acept,not furnished,400,1500,400,22,2322
Rio de Janeiro,80,2,1,1,3,acept,furnished,2500,8000,325,104,10930
Sao Paulo,60,2,2,1,22,not acept,furnished,550,4000,0,51,4601
Sao Paulo,277,3,2,1,11,acept,not furnished,2332,7800,601,99,10830
Sao Paulo,57,1,1,0,6,acept,furnished,300,6000,17,77,6394
Sao Paulo,23,1,1,1,26,acept,not furnished,472,2300,59,30,2861
Sao Paulo,73,3,2,2,4,acept,not furnished,650,2500,236,32,3418
Sao Paulo,36,1,1,0,9,acept,not furnished,385,2150,40,28,2603
Belo Horizonte,88,2,3,2,8,not acept,not furnished,300,1450,110,20,1880
Sao Paulo,197,4,3,1,3,acept,not furnished,2640,2800,514,36,5990
Belo Horizonte,175,3,2,2,9,acept,not furnished,896,2400,350,32,3678
Sao Paulo,400,4,4,4,9,acept,not furnished,4700,9000,1125,115,14940
Rio de Janeiro,80,2,1,0,3,not acept,not furnished,450,1100,0,15,1565
Rio de Janeiro,65,1,1,0,1,acept,not furnished,350,1800,30,24,2204
Sao Paulo,136,3,3,2,8,not acept,furnished,1535,8900,482,113,11030
Sao Paulo,96,3,3,2,8,acept,not furnished,866,1710,90,22,2688
Belo Horizonte,155,4,1,2,4,acept,not furnished,550,3350,249,45,4194
Sao Paulo,384,5,5,3,13,acept,not furnished,4000,8000,1240,102,13340
Rio de Janeiro,144,3,2,0,2,acept,furnished,1575,5500,530,71,7676
Sao Paulo,135,3,3,2,7,not acept,not furnished,1500,13800,375,175,15850
Rio de Janeiro,55,2,1,0,4,acept,not furnished,833,2200,99,29,3161
Sao Paulo,66,2,1,1,5,not acept,not furnished,834,2140,0,28,3002
Belo Horizonte,240,4,4,6,13,not acept,not furnished,1700,15000,1085,200,17990
Sao Paulo,176,4,5,0,1,acept,furnished,1350,9500,792,121,11760
Rio de Janeiro,88,3,2,1,6,acept,not furnished,1586,3500,240,46,5372
Rio de Janeiro,70,2,1,1,9,acept,not furnished,700,2600,30,34,3364
Sao Paulo,201,3,5,3,2,not acept,furnished,2550,10000,795,127,13470
Campinas,60,2,1,1,8,not acept,furnished,500,3250,156,42,3948
Sao Paulo,42,1,1,1,7,not acept,furnished,743,2800,209,36,3788
Porto Alegre,65,2,1,1,2,acept,not furnished,135,1400,22,21,1578
Rio de Janeiro,118,3,2,0,4,not acept,not furnished,1650,2550,172,33,4405
Sao Paulo,98,3,5,1,10,acept,not furnished,750,5510,0,70,6330
Sao Paulo,505,3,5,0,12,not acept,not furnished,4906,8600,2434,109,16050
Rio de Janeiro,110,3,1,2,7,acept,not furnished,1300,5000,417,65,6782
Porto Alegre,75,2,2,1,3,acept,furnished,583,2100,68,31,2782
Porto Alegre,93,2,1,0,4,not acept,not furnished,645,800,86,12,1543
Sao Paulo,230,4,6,4,12,acept,not furnished,2850,3000,2658,39,8547
Belo Horizonte,300,4,3,3,8,acept,not furnished,2059,5000,535,67,7661
Belo Horizonte,80,3,2,2,8,acept,not furnished,230,1450,140,20,1840
Sao Paulo,144,4,4,4,3,acept,not furnished,1900,4900,667,63,7530
Sao Paulo,299,3,3,3,1,acept,not furnished,2689,1942,316,25,4972
Sao Paulo,168,4,3,3,5,acept,not furnished,2128,13000,809,165,16100
Rio de Janeiro,120,3,2,0,7,acept,not furnished,1150,1450,308,19,2927
Rio de Janeiro,39,1,1,0,3,acept,not furnished,380,980,20,13,1393
Sao Paulo,60,2,1,1,5,acept,not furnished,662,1150,120,15,1947
Campinas,45,1,1,1,9,not acept,furnished,492,1900,83,25,2500
Campinas,136,4,5,3,6,acept,furnished,1253,3579,218,46,5096
Sao Paulo,140,2,2,2,8,acept,furnished,880,3990,394,51,5315
Sao Paulo,380,4,5,4,5,acept,furnished,4180,4080,1509,52,9821
Sao Paulo,62,2,1,1,13,acept,not furnished,543,2200,59,28,2830
Sao Paulo,35,1,1,1,5,not acept,furnished,444,3290,124,42,3900
Sao Paulo,100,4,3,0,4,acept,furnished,1060,4280,175,55,5570
Sao Paulo,25,1,1,0,1,not acept,not furnished,0,1200,35,16,1251
Campinas,180,3,3,3,7,acept,not furnished,2400,7600,477,97,10570
Sao Paulo,59,2,1,1,12,acept,not furnished,480,1510,0,20,2010
Sao Paulo,420,3,3,4,7,acept,not furnished,8043,12000,2936,153,23130
Sao Paulo,125,3,3,3,1,acept,not furnished,2076,5000,1165,64,8305
Sao Paulo,80,2,1,0,1,acept,not furnished,0,1800,209,23,2032
Campinas,37,1,1,0,4,not acept,furnished,382,742,0,10,1134
Sao Paulo,110,3,3,2,18,acept,not furnished,1160,2200,418,28,3806
Rio de Janeiro,31,1,1,0,5,not acept,not furnished,630,1750,50,23,2453
Belo Horizonte,100,3,2,1,5,acept,not furnished,730,1500,120,20,2370
Sao Paulo,100,2,2,0,1,not acept,not furnished,0,1710,175,22,1907
Rio de Janeiro,56,2,2,0,1,not acept,furnished,610,2500,84,33,3227
Belo Horizonte,75,3,1,1,1,not acept,not furnished,160,1100,80,15,1355
Porto Alegre,129,3,3,0,2,acept,not furnished,1800,3800,225,56,5881
Sao Paulo,204,3,2,2,2,acept,not furnished,3550,7000,764,89,11400
Sao Paulo,303,3,3,4,4,acept,furnished,4911,10250,2470,130,17760
Sao Paulo,221,4,4,4,17,not acept,not furnished,3100,12830,920,163,17010
Porto Alegre,75,3,1,0,3,acept,not furnished,400,1080,22,16,1518
Campinas,44,1,1,0,4,acept,not furnished,417,520,23,7,967
Sao Paulo,50,2,1,1,8,acept,not furnished,580,1100,100,14,1794
Sao Paulo,95,3,3,2,16,not acept,furnished,900,3150,121,40,4211
Porto Alegre,75,2,1,0,10,acept,furnished,282,1020,150,15,1467
Sao Paulo,48,1,1,1,6,acept,not furnished,500,2200,35,28,2763
Belo Horizonte,114,3,2,2,8,not acept,not furnished,784,3500,308,47,4639
Campinas,75,2,2,2,6,acept,not furnished,730,2000,148,26,2904
Sao Paulo,220,3,3,2,14,not acept,furnished,1499,6300,468,80,8347
Sao Paulo,100,4,3,2,2,acept,not furnished,1027,2500,369,32,3928
Rio de Janeiro,380,3,4,3,13,not acept,furnished,3000,15000,2500,194,20690
